B-LOC,B-MISC,15,I think that this fidelity to our beers is a factor which can limit the Czech beers ," "" he said .",,,,,,,,,,
B-MISC,I-ORG,15,He said his firm would be better off concentrating on its leading brand , Zywiec Full Light , which accounts for 85 percent of sales and is the country 's largest-selling brand .,,,,,,,,,
I-MISC,I-ORG,16,He said his firm would be better off concentrating on its leading brand , Zywiec Full Light , which accounts for 85 percent of sales and is the country 's largest-selling brand .,,,,,,,,,
O,B-PER,18," You will not win the war of the Polish beer market with imported international brands ,  van Boxmeer said ", adding that Heineken would remain an up-market import in Poland .,,,,,,,,,,
B-PER,I-PER,19," You will not win the war of the Polish beer market with imported international brands ,  van Boxmeer said ", adding that Heineken would remain an up-market import in Poland .,,,,,,,,,,
B-PER,B-ORG,0,HAVEL HAS TRAECHEOTOMY AFTER CONDITIONS WORSENS .,,,,,,,,,,,
B-LOC,B-MISC,7,Doctors performed an emergency tracheotomy to help Czech President Vaclav Havel breathe after cancer surgery on his lungs earlier this week , a spokesman said on Friday .,,,,,,,,,,
B-MISC,B-LOC,0,UK-US open skies talks end , no date to restart .,,,,,,,,,,
B-LOC,B-ORG,1,"The UK Department of Transport on Friday said that the latest round of "" open skies "" talks with the U.S. had ended with no deal on liberalising the transatlantic flight market and no date set for when talks would restart .",,,,,,,,,,,
B-ORG,I-ORG,2,"The UK Department of Transport on Friday said that the latest round of "" open skies "" talks with the U.S. had ended with no deal on liberalising the transatlantic flight market and no date set for when talks would restart .",,,,,,,,,,,
O,B-ORG,1,One ADS represents 20 ordinary shares -- Jakarta newsroom +6221 384-6364 .,,,,,,,,,,,
B-MISC,O,11,The British government warned Friday that it would refer the proposed trans-Atlantic alliance between British Airways Plc and American Airlines to Britain 's Monopolies and Mergers Commission unless the carriers complied with a number of conditions .,,,,,,,,,,,
B-MISC,O,35,Trade and Industry Secretary Ian Lang added that even if the conditions were met by both airlines , final clearance would hinge on an open skies deal between Britain and the United States to liberalise trans-Atlantic air traffic , which would create greater competition on the routes .,,,,,,,,,
B-MISC,O,40," I agree ... that without suitable undertakings the alliance would be likely to lead to a significant loss of actual and potential passengers , on those routes where BA and AA currently compete and for all passengers on the trans-Atlantic market route between the UK and U.S. ,  he said .",,,,,,,,,,,
I-MISC,I-ORG,21,Industry sources said there was no new date for fresh talks and blamed the deadlock on uncertainty over whether the British Airways-American deal would be cleared .,,,,,,,,,,,
B-MISC,B-LOC,8,It also suggested losing some slots on the London-to-Boston route .,,,,,,,,,,,
O,B-MISC,0,Mediterranean oil products were steady to mostly lower on Friday after Elf refinery workers voted to end their nine-day strike .,,,,,,,,,,,
B-ORG,B-LOC,21,Volume was very thin and market remained long ," with premiums down $ 1 at about high cif quotes +$0.50 basis Genoa . """,,,,,,,,,,
O,B-ORG,12,High sulphur cracked fuel lost about $ 3 to $ 109-111 fob Med with several cargoes threatening to overhang the market .,,,,,,,,,,,
O,B-MISC,15,But an open arbitrage to the U.S. and tight Italian supplies after Elf scooped up Med material over the last week , continued to underpin prices into next week .,,,,,,,,,,
B-MISC,O,2,Major 's office-Conservatives still have majority .,,,,,,,,,,,
B-ORG,O,0,Electronic Data bags flight data contract .,,,,,,,,,,,
I-ORG,O,1,Electronic Data bags flight data contract .,,,,,,,,,,,
O,B-ORG,25,Information technology firm Electronic Data Systems said on Friday it had bagged a contract for the first air traffic control project being funded under the Private Finance Initiative .,,,,,,,,,,,
O,I-ORG,26,Information technology firm Electronic Data Systems said on Friday it had bagged a contract for the first air traffic control project being funded under the Private Finance Initiative .,,,,,,,,,,,
O,I-ORG,27,Information technology firm Electronic Data Systems said on Friday it had bagged a contract for the first air traffic control project being funded under the Private Finance Initiative .,,,,,,,,,,,
B-LOC,B-ORG,11,The contract involved upgrading the flight data processing system at the Oceanic Control Centre in Prestwick in south west Scotland for National Air Traffic Services Ltd ( NATS ) , subsidiary of the Civil Aviation Authority .,,,,,,,,,,
I-LOC,I-ORG,12,The contract involved upgrading the flight data processing system at the Oceanic Control Centre in Prestwick in south west Scotland for National Air Traffic Services Ltd ( NATS ) , subsidiary of the Civil Aviation Authority .,,,,,,,,,,
I-LOC,I-ORG,13,The contract involved upgrading the flight data processing system at the Oceanic Control Centre in Prestwick in south west Scotland for National Air Traffic Services Ltd ( NATS ) , subsidiary of the Civil Aviation Authority .,,,,,,,,,,
B-MISC,B-LOC,7,RTRS - Cricket - Play restarts in Australia-West Indies match .,,,,,,,,,,,
I-MISC,I-LOC,8,RTRS - Cricket - Play restarts in Australia-West Indies match .,,,,,,,,,,,
O,B-ORG,4,DATE PM CLOSE FIXED MINIMUM AT 1230 CST,,,,,,,,,,,
B-ORG,B-MISC,2,Note : Manitoba Government Price Index ( C$ per cwt ) -,,,,,,,,,,,
O,I-MISC,3,Note : Manitoba Government Price Index ( C$ per cwt ) -,,,,,,,,,,,
O,I-MISC,4,Note : Manitoba Government Price Index ( C$ per cwt ) -,,,,,,,,,,,
O,I-MISC,5,Note : Manitoba Government Price Index ( C$ per cwt ) -,,,,,,,,,,,
B-ORG,B-LOC,0,Manitoba 's Hog Price Range : 84.00-86.00 per cwt,,,,,,,,,,,
B-LOC,O,0,CAN / U.S. DOLLAR EXCHANGE RATE : 1.3570,,,,,,,,,,,
O,I-MISC,1,Canadian West Coast Vessel Loadings - CWB .,,,,,,,,,,,
O,I-MISC,2,Canadian West Coast Vessel Loadings - CWB .,,,,,,,,,,,
O,B-ORG,6,Canadian West Coast Vessel Loadings - CWB .,,,,,,,,,,,
B-MISC,B-LOC,16,The Canadian Wheat Board reported six ships loading , 10 waiting and four due at the Canadian West Coast , as of Friday .,,,,,,,,,
O,I-LOC,17,The Canadian Wheat Board reported six ships loading , 10 waiting and four due at the Canadian West Coast , as of Friday .,,,,,,,,,
O,I-LOC,18,The Canadian Wheat Board reported six ships loading , 10 waiting and four due at the Canadian West Coast , as of Friday .,,,,,,,,,
O,B-LOC,7,The longest wait to load on the West Coast was 13 days .,,,,,,,,,,,
O,I-LOC,8,The longest wait to load on the West Coast was 13 days .,,,,,,,,,,,
O,B-LOC,5,Two ships loaded on the East Coast , three waited to load , six were due .,,,,,,,,,
O,I-LOC,6,Two ships loaded on the East Coast , three waited to load , six were due .,,,,,,,,,
B-LOC,B-ORG,0,Vancouver 5 7,,,,,,,,,,,
B-LOC,B-ORG,0,Prince Rupert 1 3,,,,,,,,,,,
I-LOC,I-ORG,1,Prince Rupert 1 3,,,,,,,,,,,
O,B-ORG,0,ORE - Maritime Queen 70,000 tonnes Dampier / Kaohsiung 20-30/12 $ 5.25 fio 35,000 / 30,000 China Steel .,,,,,,,,
B-MISC,B-ORG,2,ORE - Maritime Queen 70,000 tonnes Dampier / Kaohsiung 20-30/12 $ 5.25 fio 35,000 / 30,000 China Steel .,,,,,,,,
I-MISC,I-ORG,3,ORE - Maritime Queen 70,000 tonnes Dampier / Kaohsiung 20-30/12 $ 5.25 fio 35,000 / 30,000 China Steel .,,,,,,,,
O,I-ORG,4,-- New York Commodities Desk +1 212 859 1640,,,,,,,,,,,
O,B-ORG,0,WESTERN HEMISPHERE -,,,,,,,,,,,
O,I-ORG,1,WESTERN HEMISPHERE -,,,,,,,,,,,
B-MISC,B-ORG,0,Danila 28.5 16/12 Caribs / up W224 Mobil .,,,,,,,,,,,
O,I-ORG,4,#NAME?, 212-859-1640,,,,,,,,,,
O,B-LOC,0,MIDEAST / RED SEA -,,,,,,,,,,,
B-MISC,B-ORG,0,Thai Resource 264 31/12 Ras Tanura / Red Sea W46.50 Mobil .,,,,,,,,,,,
I-MISC,I-ORG,1,Thai Resource 264 31/12 Ras Tanura / Red Sea W46.50 Mobil .,,,,,,,,,,,
B-MISC,O,0,MEDITERRANEAN -,,,,,,,,,,,
B-MISC,B-ORG,0,Lula I 85 25/12 Sidi Kreir / Augusta W100 Exxon .,,,,,,,,,,,
I-MISC,I-ORG,1,Lula I 85 25/12 Sidi Kreir / Augusta W100 Exxon .,,,,,,,,,,,
B-MISC,B-ORG,0,Spetses 139 17/12 Sidi Kreir / Augusta W97.50 Exxon .,,,,,,,,,,,
B-MISC,B-ORG,0,Mesipia 77.5 17/12 Bajaia / Fos W105 Exxon .,,,,,,,,,,,
B-MISC,B-ORG,0,NYC Jan refunding has its 1st Euro floating rate .,,,,,,,,,,,
B-ORG,B-LOC,22,Homestake Mining Co tops Wall Street 's list as the most likely white knight buyer for Santa Fe Pacific Gold Corp if Santa Fe rejects unsolicited suitor Newmont Mining Corp .,,,,,,,,,,,
I-ORG,I-LOC,23,Homestake Mining Co tops Wall Street 's list as the most likely white knight buyer for Santa Fe Pacific Gold Corp if Santa Fe rejects unsolicited suitor Newmont Mining Corp .,,,,,,,,,,,
B-ORG,B-LOC,15,Wall Street , since the bid ," has speculated that any deal between Newmont and Santa Fe would be a "" bear hug "," "" or a reluctantly negotiated agreement where the buyer is not necessarily a friendly suitor .",,,,,,,,
I-ORG,I-LOC,16,Wall Street , since the bid ," has speculated that any deal between Newmont and Santa Fe would be a "" bear hug "," "" or a reluctantly negotiated agreement where the buyer is not necessarily a friendly suitor .",,,,,,,,
I-ORG,I-LOC,3,Analysts predict Santa Fe will go to the highest bidder , and that if a rival buyer is found , Newmont may not be able to match its offer .,,,,,,,,,
I-ORG,I-LOC,4,They said the Santa Fe deal , which includes desirable Nevada mining territory , would only payoff for Newmont longer term .,,,,,,,,,
B-ORG,B-LOC,14,Analysts and arbitrageurs immediately ruled out Barrick Gold Corp and Bre-X Minerals Ltd as Santa Fe saviors because they are locked in negotiations over their splitting Indonesia 's Busang vast gold deposit .,,,,,,,,,,,
I-ORG,I-LOC,15,Analysts and arbitrageurs immediately ruled out Barrick Gold Corp and Bre-X Minerals Ltd as Santa Fe saviors because they are locked in negotiations over their splitting Indonesia 's Busang vast gold deposit .,,,,,,,,,,,
B-ORG,B-LOC,28,Analysts and arbitrageurs immediately ruled out Barrick Gold Corp and Bre-X Minerals Ltd as Santa Fe saviors because they are locked in negotiations over their splitting Indonesia 's Busang vast gold deposit .,,,,,,,,,,,
B-ORG,B-LOC,19,Placer Dome Inc too was considered unlikley because it is focusing on geographic expansion in areas that do match Santa Fe 's Nevada , South America and Central Asia presence , they said .,,,,,,,,,
I-ORG,I-LOC,20,Placer Dome Inc too was considered unlikley because it is focusing on geographic expansion in areas that do match Santa Fe 's Nevada , South America and Central Asia presence , they said .,,,,,,,,,
B-ORG,B-LOC,0,Santa Fe has mining and exploration operations in Nevada , California , Montana , Canada , Brazil , Australia , Chile , Kazakstan , Mexico and Ghana .,,,
I-ORG,I-LOC,1,Santa Fe has mining and exploration operations in Nevada , California , Montana , Canada , Brazil , Australia , Chile , Kazakstan , Mexico and Ghana .,,,
B-ORG,B-PER,3," I think Homestake could come in as a white knight , but how much is someone willing to come in above the Newmont number .
B-ORG,B-LOC,23, I think Homestake could come in as a white knight ", but how much is someone willing to come in above the Newmont number .,,,,,,,,,,
B-ORG,B-LOC,19,One would have to outbid by at least 15 percent , but there is going to be a ( Santa Fe ) deal with someone ," "" he said .",,,,,,,,,
I-ORG,I-LOC,20,One would have to outbid by at least 15 percent , but there is going to be a ( Santa Fe ) deal with someone ," "" he said .",,,,,,,,,
B-MISC,B-ORG,12," Longer term , two to three years out , ( a Newmont-Santa Fe deal ) is positive , it does all the right things .
I-MISC,I-LOC,13, Longer term ", two to three years out , ( a Newmont-Santa Fe deal ) is positive , it does all the right things .,,,,,,,,
B-LOC,B-ORG,3,Newmont proposed to Santa Fe a stock-swap merger at a ratio of 0.33 Newmont shares for each Santa Fe shares .,,,,,,,,,,,
I-LOC,I-ORG,4,Newmont proposed to Santa Fe a stock-swap merger at a ratio of 0.33 Newmont shares for each Santa Fe shares .,,,,,,,,,,,
B-ORG,B-LOC,11," Newmont said it wants to discuss a friendly deal with Santa Fe , which is almost always a euphemism for ' We have more money in our pocket , '  said an arb ", referring to a possible sweetened bid from Newmont .,,,,,,,,,,
I-ORG,I-LOC,12," Newmont said it wants to discuss a friendly deal with Santa Fe , which is almost always a euphemism for ' We have more money in our pocket , '  said an arb ", referring to a possible sweetened bid from Newmont .,,,,,,,,,,
I-ORG,I-LOC,31,"Two other arbs called Newmont 's move a "" a 32 cent bid "" because there is no formal tender offer "," only the proposal letter "" mailed "" to Santa Fe 's board .",,,,,,,,,,
B-ORG,B-PER,0,Russ Berrie president to retire in July .,,,,,,,,,,,
I-ORG,I-PER,1,Russ Berrie president to retire in July .,,,,,,,,,,,
B-PER,O,40," It does n't look as though they ( airdrops ) are going to be required in any significant way because the NGOs ( non-governmental organisations ) are in that area on the border between Zaire and Rwanda ,  Young told reporters .",,,,,,,,,,,
O,B-MISC,6,"And my mandate is also under Chapter Seven to operate in eastern Zaire . """,,,,,,,,,,,
O,I-MISC,7,"And my mandate is also under Chapter Seven to operate in eastern Zaire . """,,,,,,,,,,,
O,B-MISC,1,Under Chapter Seven of the U.N. charter , the Security Council has wide powers to preserve peace and security .,,,,,,,,,,
O,I-MISC,2,Under Chapter Seven of the U.N. charter , the Security Council has wide powers to preserve peace and security .,,,,,,,,,,
O,B-LOC,34,Baril said that apart from the group of 150,0, U.S. and British reconnaissance plans had tracked two much smaller groups of refugees -- one of up to 1,000 north of the town of Masisi and one of up to 8,000 on the road from Bukavu west to Kindu .,,,,,,,
B-LOC,B-ORG,1,The Kisangani office of the medical charity Medecins sans Frontieres said on Friday that more than 100,000 refugees were trekking northwest from the Goma-Bukavu area and many of them were now in the town of Walikale .,,,,,,,,,,
O,I-ORG,2,The Kisangani office of the medical charity Medecins sans Frontieres said on Friday that more than 100,000 refugees were trekking northwest from the Goma-Bukavu area and many of them were now in the town of Walikale .,,,,,,,,,,
B-MISC,B-PER,12,The weather services office said the centre of the intense tropical cyclone Daniella was 570 km ( 310 miles ) north by northwest of the island on Friday afternoon and was moving south by southwest at eight km an hour ( four knots ) .,,,,,,,,,,,
O,B-ORG,0,Public Service Minister David Dofara , who is the head of the national Red Cross , told Reuters he had seen the bodies of former interior minister Christophe Grelombe and his son , who was not named .,,,,,,,,
O,I-ORG,1,Public Service Minister David Dofara , who is the head of the national Red Cross , told Reuters he had seen the bodies of former interior minister Christophe Grelombe and his son , who was not named .,,,,,,,,
O,B-ORG,25,Public Service Minister David Dofara , who is the head of the national Red Cross , told Reuters he had seen the bodies of former interior minister Christophe Grelombe and his son , who was not named .,,,,,,,,
B-MISC,B-LOC,4,Grelombe is from the Yakoma tribe to which most of the rebel soldiers belong .,,,,,,,,,,,
B-PER,B-LOC,7,Yakomas are hounded in stronghold districts of Patasse 's Baya people while other tribes have fled areas in rebel hands .,,,,,,,,,,,
B-MISC,B-LOC,9,Yakomas are hounded in stronghold districts of Patasse 's Baya people while other tribes have fled areas in rebel hands .,,,,,,,,,,,
B-MISC,B-ORG,3,Five die as SAfrican crop plane hits pickup .,,,,,,,,,,,
O,B-MISC,3,Skinheads attack Bratislava Rabbi - police .,,,,,,,,,,,
O,B-PER,5,Polish ex-communist president to visit Pope .,,,,,,,,,,,
O,B-MISC,10,Poland 's ex-communist President Aleksander Kwasniewski is likely to visit Polish-born Pope John Paul in early 1997 despite uneasy relations between the Vatican and Warsaw , the foreign minister said on Friday .,,,,,,,,,,
O,B-PER,11,Poland 's ex-communist President Aleksander Kwasniewski is likely to visit Polish-born Pope John Paul in early 1997 despite uneasy relations between the Vatican and Warsaw , the foreign minister said on Friday .,,,,,,,,,,
B-PER,I-PER,12,Poland 's ex-communist President Aleksander Kwasniewski is likely to visit Polish-born Pope John Paul in early 1997 despite uneasy relations between the Vatican and Warsaw , the foreign minister said on Friday .,,,,,,,,,,
O,B-PER,4,A meeting with the Pope is also planned ," "" Dariusz Rosati told a news conference .",,,,,,,,,,
B-ORG,B-MISC,14,The party , the Democratic Left Alliance , says the agreement would give the Catholic Church too much influence over life in Poland and could infringe on rights of other religious groups and non-believers .,,,,,,,,,
I-ORG,I-MISC,15,The party , the Democratic Left Alliance , says the agreement would give the Catholic Church too much influence over life in Poland and could infringe on rights of other religious groups and non-believers .,,,,,,,,,
O,B-MISC,24,Russian tax and cabinet authorities , under pressure from the International Monetary Fund to boost tax revenues as a condition for receiving payments of a $ 10 billion , three-year loan to Moscow , have been striking fear into the hearts of some of Russia 's most prominent industrial firms by saying they must pay up or face liquidation .,,,,,,,,
O,B-LOC,6,Entire social infrastructures in the icy Far North where Norilsk is based depend on the company , and Moscow has said it has no finances to resettle hundreds of thousands of people -- an expenditure which could far outstrip Norilsk 's debts .,,,,,,,,,,
O,I-LOC,7,Entire social infrastructures in the icy Far North where Norilsk is based depend on the company , and Moscow has said it has no finances to resettle hundreds of thousands of people -- an expenditure which could far outstrip Norilsk 's debts .,,,,,,,,,,
B-PER,B-ORG,24,"Interfax news agency quoted First Deputy Foreign Minister Igor Ivanov as saying Moscow was ready for "" most active and constructive "" work with Albright .",,,,,,,,,,,
I-ORG,O,14,Gaulieder , formerly a member of Prime Minister Vladimir Meciar 's ruling Movement for a Democratic Slovakia , was stripped of his parliamentary mandate on Wednesday after leaving the party last month in protest over what he said was a lack of democracy in the country .,,,,,,,,,
O,B-MISC,13,Some residents of the Kazanluk area are Moslems who converted to Islam during Ottoman Turkish rule .,,,,,,,,,,,
B-MISC,I-MISC,14,Some residents of the Kazanluk area are Moslems who converted to Islam during Ottoman Turkish rule .,,,,,,,,,,,
B-LOC,B-ORG,15," The banks are already preparing for the December 10 tax payment ,  said Budapest Bank 's Sandor Tolonics . """,,,,,,,,,,,
O,I-ORG,16," The banks are already preparing for the December 10 tax payment ,  said Budapest Bank 's Sandor Tolonics . """,,,,,,,,,,,
B-PER,B-ORG,18," The banks are already preparing for the December 10 tax payment ,  said Budapest Bank 's Sandor Tolonics . """,,,,,,,,,,,
I-PER,I-ORG,19," The banks are already preparing for the December 10 tax payment ,  said Budapest Bank 's Sandor Tolonics . """,,,,,,,,,,,
B-PER,B-ORG,8,Mexico stocks off lows but still hit by Greenspan .,,,,,,,,,,,
B-LOC,B-ORG,0,MEXICO CITY,,,,,,,,,,,
I-LOC,I-ORG,1,MEXICO CITY,,,,,,,,,,,
B-PER,B-ORG,3," It was Greenspan at first .
B-PER,B-ORG,16,Mexican stocks were also hurt by U.S. long bond rates which had begun to rise before Greenspan 's comments and were inflated by employment data released before trade began in Mexico .
B-ORG,B-PER,8,Simec , the steelmaking arm of the debt-ridden Sidek group headed the losers , off 7 centavos ( 1 cent ) at 1.40 pesos ( 18 cents ) .
B-ORG,B-PER,0,Sidek fell 4 centavos ( 1 cent ) to 95 centavos ( 12 cents ) .
B-LOC,B-ORG,18,It 's a sudden plunge that takes its toll ,  said Carlos Ponce ", research director at Santander .,,,,,,,,,,
O,B-ORG,5,Daily Argentine grain fixings - Camaras Arbitrales .,,,,,,,,,,,
O,I-ORG,6,Daily Argentine grain fixings - Camaras Arbitrales .,,,,,,,,,,,
B-LOC,I-ORG,2,Buenos Aires Quequen Rosario Bahia Blanca,,,,,,,,,,,
B-LOC,I-ORG,3,Buenos Aires Quequen Rosario Bahia Blanca,,,,,,,,,,,
B-LOC,I-ORG,4,Buenos Aires Quequen Rosario Bahia Blanca,,,,,,,,,,,
I-LOC,I-ORG,5,Buenos Aires Quequen Rosario Bahia Blanca,,,,,,,,,,,
O,B-PER,0,Maize ( Flint ) 113 114 113.7 112,,,,,,,,,,,
O,B-ORG,2,Maize ( Flint ) 113 114 113.7 112,,,,,,,,,,,
O,B-ORG,0,Maize ( Dent ) 113 114 113.7 112,,,,,,,,,,,
O,I-ORG,1,Maize ( Dent ) 113 114 113.7 112,,,,,,,,,,,
O,I-ORG,2,Maize ( Dent ) 113 114 113.7 112,,,,,,,,,,,
O,B-ORG,0,Sunseeds 219 216 220 216,,,,,,,,,,,
B-MISC,B-LOC,33,Tampico port authorities said fishing restrictions were in place in an area adjacent to the port because of a geophysical study being carried out in deep waters of the region from the ship Kenda .,,,,,,,,,,,
B-PER,B-LOC,0,SANTIAGO 1996-12-05,,,,,,,,,,,
B-ORG,O,20,Chile and Mexico will start negotiations next year to broaden their free trade agreement to include services and investments , Finance Minister Eduardo Aninat said .,,,,,,,,,,
B-MISC,B-ORG,7,Aninat also said he was confident the Chilean Congress would ratify the treaty with Congress quickly .,,,,,,,,,,,
O,I-ORG,8,Aninat also said he was confident the Chilean Congress would ratify the treaty with Congress quickly .,,,,,,,,,,,
O,B-ORG,14,Aninat also said he was confident the Chilean Congress would ratify the treaty with Congress quickly .,,,,,,,,,,,
I-ORG,O,21,He was responding to questions at a news conference called to discuss next week 's ministerial meeting of the Organisation of the Islamic Conference ( OIC ) in Jakarta .,,,,,,,,,,,
O,B-PER,20,Alatas said on Tuesday that on his way back from Oslo , Belo would visit the Vatican to see the Pope , and would also meet German Chancellor Helmut Kohl in Bonn .,,,,,,,,,
B-ORG,B-LOC,20,Burmese troops and riot police moved in to disperse a student street protest at a suburban road junction near the Ranyon ( Rangoon ) University early on Saturday , witnesses said .,,,,,,,,,,
I-ORG,O,21,Burmese troops and riot police moved in to disperse a student street protest at a suburban road junction near the Ranyon ( Rangoon ) University early on Saturday , witnesses said .,,,,,,,,,,
I-ORG,B-LOC,22,Burmese troops and riot police moved in to disperse a student street protest at a suburban road junction near the Ranyon ( Rangoon ) University early on Saturday , witnesses said .,,,,,,,,,,
I-ORG,O,23,Burmese troops and riot police moved in to disperse a student street protest at a suburban road junction near the Ranyon ( Rangoon ) University early on Saturday , witnesses said .,,,,,,,,,,
I-ORG,B-ORG,24,Burmese troops and riot police moved in to disperse a student street protest at a suburban road junction near the Ranyon ( Rangoon ) University early on Saturday , witnesses said .,,,,,,,,,,
B-PER,B-ORG,0,Vithoon Amorn,,,,,,,,,,,
I-PER,I-ORG,1,Vithoon Amorn,,,,,,,,,,,
B-PER,B-LOC,0,Jordan said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links .,,,,,,,,,,,
O,B-PER,27,Jordan said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links .,,,,,,,,,,,
B-MISC,B-ORG,5,K.J. Matthew said at the Asia Rubber Markets meeting here Indian production of natural rubber in 1996/97 will reach 547,000 tonnes against projected demand of 578,000 tonnes , a gap of 31,000 tonnes .,,,,,,,
I-MISC,I-ORG,6,K.J. Matthew said at the Asia Rubber Markets meeting here Indian production of natural rubber in 1996/97 will reach 547,000 tonnes against projected demand of 578,000 tonnes , a gap of 31,000 tonnes .,,,,,,,
I-MISC,I-ORG,7,K.J. Matthew said at the Asia Rubber Markets meeting here Indian production of natural rubber in 1996/97 will reach 547,000 tonnes against projected demand of 578,000 tonnes , a gap of 31,000 tonnes .,,,,,,,
I-MISC,O,8,K.J. Matthew said at the Asia Rubber Markets meeting here Indian production of natural rubber in 1996/97 will reach 547,000 tonnes against projected demand of 578,000 tonnes , a gap of 31,000 tonnes .,,,,,,,
O,I-PER,11," I think his views on ( U.S. Treasury Secretary Robert ) Rubin 's comments were indeed what he himself thinks about the dollar ,  said Hank Note ", chief dealer at Sumitomo Bank .,,,,,,,,,,
B-PER,I-PER,12," I think his views on ( U.S. Treasury Secretary Robert ) Rubin 's comments were indeed what he himself thinks about the dollar ,  said Hank Note ", chief dealer at Sumitomo Bank .,,,,,,,,,,
B-PER,B-ORG,17," It shows that Sakakibara is not for a stronger dollar either ,  said Sumitomo 's Note .",,,,,,,,,,,
B-PER,O,6,"Adding to the comments by "" Mr Yen "" ", as Sakakibara is known for his prominence in the currency market , was BOJ governor Matsushita 's remark .,,,,,,,,,
I-PER,B-PER,7,"Adding to the comments by "" Mr Yen "" ", as Sakakibara is known for his prominence in the currency market , was BOJ governor Matsushita 's remark .,,,,,,,,,
B-ORG,B-PER,0,Haitham Haddadin,,,,,,,,,,,
I-ORG,I-PER,1,Haitham Haddadin,,,,,,,,,,,
B-PER,B-ORG,0,Lahd said a few days after the trial began on February 16 that Lebanese authorities must drop the charges or risk blocking any peace deal with the Jewish state .,,,,,,,,,,,
B-PER,B-LOC,2,Israel and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Christian-Shi'ite Moslem force -- which the Jewish states regards as loyal allies .,,,,,,,,,,,
B-MISC,I-MISC,15,Israel and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Christian-Shi'ite Moslem force -- which the Jewish states regards as loyal allies .,,,,,,,,,,,
B-PER,B-ORG,24,But Lebanese political analysts have said that would be out of the question and Lebanese authorities pre-empted the issue by taking legal action against Lahd .,,,,,,,,,,,
O,B-ORG,0,Feedlots reporting moderate inquiry .,,,,,,,,,,,
O,B-ORG,3,Slaughter Heifers - Select and Choice 2-3 1050-1100 lbs 67.00 .,,,,,,,,,,,
O,B-ORG,3,Previous day estimated Steer and Heifer Cow and Bull,,,,,,,,,,,
O,B-ORG,5,Previous day estimated Steer and Heifer Cow and Bull,,,,,,,,,,,
O,I-ORG,6,Previous day estimated Steer and Heifer Cow and Bull,,,,,,,,,,,
O,B-ORG,8,Previous day estimated Steer and Heifer Cow and Bull,,,,,,,,,,,
O,B-ORG,0,CITY OF HARTFORD , CONNECTICUT,,,,,,,,,,
O,I-ORG,1,CITY OF HARTFORD , CONNECTICUT,,,,,,,,,,
B-LOC,I-ORG,2,CITY OF HARTFORD , CONNECTICUT,,,,,,,,,,
B-LOC,B-ORG,4,CITY OF HARTFORD , CONNECTICUT,,,,,,,,,,
O,B-MISC,0,GENERAL OBLIGATION BONDS,,,,,,,,,,,
O,I-ORG,1,FSA INSURED,,,,,,,,,,,
O,I-PER,19,Fourteen years after he bludgeoned and shot a man whose trailer home he robbed in 1982 , John Mills Jr .,,,,,,,,,,
O,B-ORG,4,On Thursday , the 11th Circuit U.S. Court of Appeals in Atlanta denied his appeal in federal court .,,,,,,,,,,
O,I-ORG,5,On Thursday , the 11th Circuit U.S. Court of Appeals in Atlanta denied his appeal in federal court .,,,,,,,,,,
B-ORG,I-ORG,6,On Thursday , the 11th Circuit U.S. Court of Appeals in Atlanta denied his appeal in federal court .,,,,,,,,,,
B-LOC,I-PER,1,Iowa-S Minn fed cattle market quiet , no sales-USDA .,,,,,,,,,,
B-MISC,O,8,Iowa-S Minn fed cattle market quiet , no sales-USDA .,,,,,,,,,,
O,B-ORG,2,Steers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,I-ORG,4,Steers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,B-ORG,0,Heifers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,B-ORG,2,Heifers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,B-ORG,2,Steers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,I-ORG,4,Steers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,B-ORG,0,Holstein - ( weight only ) Select to mostly Choice 2-3 1250-1400 lbs no sales .,,,,,,,,,,,
O,B-ORG,0,Heifers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,B-ORG,2,Heifers - Select and Choice 2-4 no sales .,,,,,,,,,,,
O,B-PER,5,You are narcissitic ," "" Luebke said at the sentencing ", adding Voeks should pay restitution of more than $ 100,000 to the farming family who had hired him .,,,,,,,,
O,B-ORG,0,Visible Supplies Farmers Deliveries,,,,,,,,,,,
O,B-ORG,0,Barley 1074.0 1104.8 178.0 2531.4 1897.1,,,,,,,,,,,
O,B-ORG,0,Rye 44.6 86.3 2.3 108.2 119.2,,,,,,,,,,,
O,B-ORG,0,Flax 165.2 181.9 14.9 231.4 332.9,,,,,,,,,,,
O,B-ORG,0,Canola 646.6 769.4 60.5 1902.0 2147.6,,,,,,,,,,,
O,B-ORG,0,Barley 110.8 1203.4 506.0 48.2 941.0 786.6,,,,,,,,,,,
